ISO_YSAMP_N,hypothesized ysamp_N,ISO_FISH_N,hypothesized old fish_N,ITEM_N,NUM,CATEGORY,GROUP,TAXON,SAMPLE_TYPE,N2_AMP,PER_N,D15N,CO2_AMP,PER_C,D13C,SD_D13C_VPDB,H2_AMP,PER_H,D2H,CO2_AREA,D18O_VSMOW,SD_D18O_VSMOW,D18O_VPDB,SD_D18O_VPDB,COMMENT,issue
SIC.LML.2021.007,,PS.LML.092221.BEF.003,,MA-21-661,1,VERT,FISH,PS,OTOLITH,,,,,,-12.05,0,,,,60,,,-9,0,,no issue
SIC.LML.2021.007,,PS.LML.092221.BEF.008,,MA-21-666,1,VERT,FISH,PS,OTOLITH,,,,,,-12.75,0,,,,65,,,-9,0,,no issue
SIC.LML.2022.006,,SS.LML.051822.BEF.002,,MA-22-17,1,VERT,FISH,SS,OTOLITH,,,,,,-13.8,0,,,,34,,,-6,0,,no issue
SIC.LML.2022.006,,SS.LML.051822.BEF.003,,MA-22-18,1,VERT,FISH,SS,OTOLITH,,,,,,-13.67,0,,,,38,,,-7,0,,no issue
SIC.LML.2022.005,,SS.LML.051822.BEF.001,,MA-22-19,1,VERT,FISH,SS,OTOLITH,,,,,,-13.06,0,,,,32,,,-6,0,,no issue
SIC.LML.2022.009,,SS.LML.051822.BEF.006,,MA-22-20,1,VERT,FISH,SS,OTOLITH,,,,,,-12.57,0,,,,37,,,-7,0,,no issue
SIC.LML.2022.012,,CC.LML.051822.BEF.005,,MA-22-23,1,VERT,FISH,CC,OTOLITH,,,,,,-12.85,0,,,,34,,,-6,0,,no issue
SIC.LML.2022.011,,CC.LML.051822.BEF.003,,MA-22-24,1,VERT,FISH,CC,OTOLITH,,,,,,-14.9,0,,,,33,,,-8,0,,no issue
SIC.LML.2022.007,,RS.LML.051822.BEF.006,,MA-22-25,1,VERT,FISH,RS,OTOLITH,,,,,,-12.9,0,,,,68,,,-4,0,,no issue
SIC.LML.2022.007,,RS.LML.051822.BEF.005,,MA-22-26,1,VERT,FISH,RS,OTOLITH,,,,,,-14.67,0,,,,54,,,-7,0,,no issue
SIC.LML.2022.007,,RS.LML.051822.BEF.003,,MA-22-27,1,VERT,FISH,RS,OTOLITH,,,,,,-14.59,0,,,,63,,,-7,0,,no issue
SIC.LML.2022.006,,RS.LML.051822.BEF.002,,MA-22-28,1,VERT,FISH,RS,OTOLITH,,,,,,-12.46,0,,,,63,,,-5,0,,no issue
SIC.LML.2022.006,,RS.LML.051822.BEF.001,,MA-22-29,1,VERT,FISH,RS,OTOLITH,,,,,,-14.43,0,,,,69,,,-7,0,,no issue
SIC.LML.2022.007,,RS.LML.051822.BEF.004,,MA-22-30,1,VERT,FISH,RS,OTOLITH,,,,,,-14.07,0,,,,72,,,-7,0,,no issue
SIC.LML.2022.010,,CC.LML.051822.BEF.001,,MA-22-31,1,VERT,FISH,CC,OTOLITH,,,,,,-14.94,0,,,,32,,,-9,0,,no issue
SIC.LML.2022.010,,ST.LML.051822.BEF.003,,MA-22-32,1,VERT,FISH,ST,OTOLITH,,,,,,-17.01,0,,,,76,,,-10,0,,no issue
SIC.LML.2022.011,,CC.LML.051822.BEF.002,,MA-22-34,1,VERT,FISH,CC,OTOLITH,,,,,,-15.31,0,,,,46,,,-6,0,,no issue
SIC.LML.2022.014,,ST.LML.051922.BEF.001,,MA-22-35,1,VERT,FISH,ST,OTOLITH,,,,,,-16.56,0,,,,61,,,-9,0,,no issue
SIC.LML.2021.014,,CC.LML.051822.BEF.006,,MA-22-36,1,VERT,FISH,CC,OTOLITH,,,,,,-14.55,0,,,,43,,,-9,0,,no issue
SIC.LML.2022.011,,ST.LML.051822.BEF.004,,MA-22-37,1,VERT,FISH,ST,OTOLITH,,,,,,-17.09,0,,,,57,,,-9,0,,no issue
SIC.LML.2022.009,,LLS.LML.051822.BEF.002,,MA-22-38,1,VERT,FISH,LLS,OTOLITH,,,,,,-15.84,0,,,,80,,,-7,0,,no issue
SIC.LML.2022.010,,ST.LML.051822.BEF.001,,MA-22-40,1,VERT,FISH,ST,OTOLITH,,,,,,-17.29,0,,,,37,,,-9,0,,no issue
SIC.LML.2022.009,,LLS.LML.051822.BEF.002,,MA-22-43,1,VERT,FISH,LLS,OTOLITH,,,,,,-13.1,0,,,,16,,,-7,0,,no issue
SIC.LML.2022.008,,LLS.LML.051822.BEF.001,,MA-22-44,1,VERT,FISH,LLS,OTOLITH,,,,,,-13.57,0,,,,34,,,-7,0,,no issue
SIC.FBL.2002.001,,,,MM.FBL.071202.SIC.003,1,VERT,FISH,MM,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2004.002,,,,MM.FBL.080204.SIC.001,1,VERT,FISH,MM,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.SBL.2002.001,,,,MM.SBL.071102.SIC.002,1,VERT,FISH,MM,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.SBL.2003.006,,,,MM.SBL.080603.SIC.001,1,VERT,FISH,MM,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.SBL.2003.006,,,,MM.SBL.080603.SIC.002,1,VERT,FISH,MM,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.SBL.2003.006,,,,MM.SBL.080603.SIC.003,1,VERT,FISH,MM,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.SBL.2004.003,,,,MM.SBL.081204.SIC.001,1,VERT,FISH,MM,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.SBL.2002.002,,,,MM.SBL.081902.SIC.001,1,VERT,FISH,MM,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.SBL.2002.002,,,,MM.SBL.081902.SIC.002,1,VERT,FISH,MM,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.LML.2002.001,,,,MUS.LML.082602.SIC.001,3,INVERT,MUSSEL,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.BYP.2009.001,,,,PER.BYP.070709.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.BYP.2003.001,,,,PER.BYP.072403.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.BYP.2003.002,,,,PER.BYP.081103.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.BYP.2003.003,,,,PER.BYP.082603.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.CAL.2004.001,,,,PER.CAL.081704.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.ETL.2009.001,,,,PER.ETL.060809.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.ETL.2009.002,,,,PER.ETL.070109.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.ETL.2009.003,,,,PER.ETL.080509.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.ETL.2009.004,,,,PER.ETL.090209.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.1999.001,,,,PER.FBL.052199.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2001.001,,,,PER.FBL.060401.SIC.001,,ALGA,PERI,,,,,7.126,,,-24.398,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.FBL.2003.004,,,,PER.FBL.060403.SIC.001,,ALGA,PERI,,,,,3.467,,,-26.805,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.FBL.2006.001,,,,PER.FBL.060806.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2004.001,,,,PER.FBL.061204.SIC.001,,ALGA,PERI,,,,,8.599,,,-21.551,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.FBL.1999.002,,,,PER.FBL.061599.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2001.002,,,,PER.FBL.062001.SIC.001,,ALGA,PERI,,,,,9.339,,,-26.901,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.FBL.2005.001,,,,PER.FBL.062305.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2006.002,,,,PER.FBL.062706.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2009.001,,,,PER.FBL.063009.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2003.005,,,,PER.FBL.070603.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.FBL.2006.003,,,,PER.FBL.070606.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2002.001,,,,PER.FBL.071202.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2005.002,,,,PER.FBL.071205.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2001.003,,,,PER.FBL.071301.SIC.001,,ALGA,PERI,,,,,3.708,,,-23.612,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.FBL.2000.002,,,,PER.FBL.071400.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.FBL.2000.002,,,,PER.FBL.071400.SIC.002,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2006.004,,,,PER.FBL.072106.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.1999.003,,,,PER.FBL.072299.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2005.003,,,,PER.FBL.072505.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2000.003,,,,PER.FBL.072600.SIC.001,,ALGA,PERI,,,,,7.972,,,-22.987,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.FBL.2000.003,,,,PER.FBL.072600.SIC.002,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2001.004,,,,PER.FBL.080201.SIC.001,,ALGA,PERI,,,,,11.162,,,-21.501,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.FBL.2004.002,,,,PER.FBL.080204.SIC.001,,ALGA,PERI,,,,,8.448,,,-24.582,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.FBL.2006.005,,,,PER.FBL.080206.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2009.002,,,,PER.FBL.080409.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2003.006,,,,PER.FBL.080603.SIC.001,,ALGA,PERI,,,,,4.525,,,-26.43,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.FBL.2000.004,,,,PER.FBL.080900.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2000.004,,,,PER.FBL.080900.SIC.002,,ALGA,PERI,,,,,11.003,,,-21.199,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.FBL.2005.004,,,,PER.FBL.080905.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.1999.004,,,,PER.FBL.081199.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2002.002,,,,PER.FBL.081402.SIC.001,,ALGA,PERI,,,,,19.886,,,-19.608,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.FBL.2001.005,,,,PER.FBL.081701.SIC.001,,ALGA,PERI,,,,,7.341,,,-21.312,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.FBL.2006.006,,,,PER.FBL.081706.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2003.007,,,,PER.FBL.081803.SIC.001,,ALGA,PERI,,,,,4.129,,,-24.09,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.FBL.2000.005,,,,PER.FBL.082100.SIC.001,,ALGA,PERI,,,,,8.212,,,-24.095,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.FBL.2000.005,,,,PER.FBL.082100.SIC.002,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2006.007,,,,PER.FBL.082806.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2005.005,,,,PER.FBL.082905.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2004.003,,,,PER.FBL.090204.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.2009.003,,,,PER.FBL.090209.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.1999.005,,,,PER.FBL.090299.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FBL.1999.006,,,,PER.FBL.100899.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.FOB.2004.001,,,,PER.FOB.081604.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.GNL.2003.002,,,,PER.GNL.073103.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.GNL.2003.003,,,,PER.GNL.081403.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.GNL.2003.004,,,,PER.GNL.082903.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.HAL.2009.001,,,,PER.HAL.062909.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.HAL.2009.002,,,,PER.HAL.080309.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.LML.2003.003,,,,PER.LML.060403.SIC.001,,ALGA,PERI,,,,,8.103,,,-24.273,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.LML.2006.001,,,,PER.LML.060606.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.LML.2004.001,,,,PER.LML.061204.SIC.001,,ALGA,PERI,,,,,8.263,,,-20.831,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.LML.2005.001,,,,PER.LML.062305.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.LML.2006.002,,,,PER.LML.062806.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.LML.2009.001,,,,PER.LML.063009.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.LML.2003.004,,,,PER.LML.070603.SIC.001,,ALGA,PERI,,,,,5.216,,,-23.942,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.LML.2006.003,,,,PER.LML.070606.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.LML.2005.002,,,,PER.LML.071305.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.LML.2006.004,,,,PER.LML.072106.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.LML.2005.003,,,,PER.LML.072505.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.LML.2004.002,,,,PER.LML.080204.SIC.001,,ALGA,PERI,,,,,9.269,,,-19.33,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.LML.2006.005,,,,PER.LML.080206.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.LML.2003.009,,,,PER.LML.080403.SIC.001,,ALGA,PERI,,,,,6.476,,,-16.242,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.LML.2009.002,,,,PER.LML.080409.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.LML.2004.004,,,,PER.LML.081005.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.LML.2006.006,,,,PER.LML.082106.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.LML.2004.005,,,,PER.LML.083005.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.LML.2004.004,,,,PER.LML.090204.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.LML.2009.003,,,,PER.LML.090209.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.LSP.2009.001,,,,PER.LSP.060809.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.LSP.2009.002,,,,PER.LSP.070109.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.LSP.2009.003,,,,PER.LSP.080509.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.LSP.2009.004,,,,PER.LSP.090209.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.MNP.2004.001,,,,PER.MNP.081804.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.PEP.2004.001,,,,PER.PEP.081704.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.PRL.2009.001,,,,PER.PRL.060809.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.PRL.2009.002,,,,PER.PRL.070109.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.PRL.2003.001,,,,PER.PRL.073103.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.PRL.2009.003,,,,PER.PRL.080509.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.PRL.2003.002,,,,PER.PRL.081403.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.PRL.2004.001,,,,PER.PRL.082904.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.PRL.2009.004,,,,PER.PRL.090209.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.RKL.2009.001,,,,PER.RKL.060909.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.RKL.2005.001,,,,PER.RKL.071105.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.RKL.2003.001,,,,PER.RKL.072403.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.RKL.2001.001,,,,PER.RKL.072501.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.RKL.2003.002,,,,PER.RKL.081103.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.RKL.2003.003,,,,PER.RKL.082603.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.RKL.2009.003,,,,PER.RKL.090309.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.SBL.2003.002,,,,PER.SBL.060403.SIC.001,,ALGA,PERI,,,,,6.849,,,-25.868,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.SBL.2006.001,,,,PER.SBL.060806.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.SBL.2005.001,,,,PER.SBL.062305.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.SBL.2006.002,,,,PER.SBL.062706.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.SBL.2009.001,,,,PER.SBL.063009.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.SBL.2003.003,,,,PER.SBL.070603.SIC.001,,ALGA,PERI,,,,,10.412,,,-22.676,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.SBL.2006.003,,,,PER.SBL.070606.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.SBL.2002.001,,,,PER.SBL.071102.SIC.001,,ALGA,PERI,,,,,21.651,,,-22.709,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.SBL.2005.002,,,,PER.SBL.071205.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.SBL.2004.001,,,,PER.SBL.071304.SIC.001,,ALGA,PERI,,,,,5.759,,,-25.534,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.SBL.2006.004,,,,PER.SBL.072106.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.SBL.2005.003,,,,PER.SBL.072505.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.SBL.2006.005,,,,PER.SBL.080206.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.SBL.2004.002,,,,PER.SBL.080304.SIC.001,,ALGA,PERI,,,,,11.219,,,-25.829,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.SBL.2009.002,,,,PER.SBL.080409.SIC.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.SBL.2003.004,,,,PER.SBL.080603.SIC.001,,ALGA,PERI,,,,,4.164,,,-27.487,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.SBL.2005.004,,,,PER.SBL.080905.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.SBL.2006.006,,,,PER.SBL.081706.001,,ALGA,PERI,,,,,,,,,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16""",no issue
SIC.SBL.2003.007,,,,PER.SBL.081803.SIC.001,,ALGA,PERI,,,,,2.721,,,-26.704,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
SIC.SBL.2002.002,,,,PER.SBL.081902.SIC.001,,ALGA,PERI,,,,,19.996,,,-21.884,,,,,,,,,,"Added from ""SIC ALL WATERS 2.24.16"", iso values from 'JML ISOTOPE DATA'",no issue
